高级Python开发工程师,2018-06-13,Face++,25k-50k,经验3-5年 ,本科,[北京·北京大…],资深,“大牛多”,移动互联网,硬件 / C轮
高级Python开发工程师,2天前发布,musical.ly,25k-50k,经验3-5年 ,本科,[上海·南外滩],社交,后端开发,分布式,redis,架构,“大牛带你飞,零食不断,过亿用户”,社交网络,文化娱乐 / 不需要融资
PYTHON研发工程师,2天前发布,麦达数字,25k-35k,经验3-5年 ,本科,[北京·朝阳区],数据分析,数据挖掘,大数据,算法,爬虫,“上市公司,五险一金,薪酬福利好,发展空间大”,企业服务,数据服务 / 上市公司
Python工程师,2天前发布,海南新浪爱问普惠科技有限公司,15k-25k,经验3-5年 ,本科,[深圳·科技园],高级,后端开发,大数据,hadoop,“福利好,金融科技,大数据,发展空间大”,金融 / 未融资
高级Python工程师,2天前发布,店达信息,15K-20K,15K-20K
经验3-5年 ,本科,[上海·浦东新…],云计算,电商,后端开发,“氛围和谐,技术大佬,定期团建,发展空间大”,电子商务,O2O / B轮
Python,2天前发布,武汉佰钧成技术有限公司,15k-30k,经验3-5年 ,大专,[武汉·观澜],云计算,软件开发,linux,OpenStack,“牛人团队,薪资高,福利好”,移动互联网 / 不需要融资
python开发工程师,2018-06-19,一览科技,20k-40k,经验不限 ,硕士,[北京·来广营],资深,高级,中级,软件开发,大数据,django,“知识短视频第一品牌，风行网创始人再创业”,移动互联网,文化娱乐 / B轮
Python开发工程师,2018-06-13,BOO!,10k-20k,经验3-5年 ,本科,[西安·科技二…],MySQL,数据库,“弹性工作,扁平管理,五险一金,健身福利”,移动互联网,社交网络 / A轮
Python开发工程师,11:49发布,松茂科技,15k-20k,经验3-5年 ,本科,[深圳·前海],金融,PHP,Java,交易,CRM,“十点上班,周末双休,下午茶零食,团建旅游”,移动互联网 / A轮
Python开发工程师-pass平台方向,2天前发布,京东金融,25k-50k,经验5-10年 ,本科,[北京·大兴区],云计算,linux,运维,“班车,餐补”,金融 / 上市公司
高级Python研发工程师,2天前发布,贝米钱包,15k-30k,经验3-5年 ,本科,[上海·徐汇区],金融,后端开发,MySQL,redis,架构,“商业保险,年度旅游,带薪年病假,弹性工作”,金融 / A轮
Python开发岗,2天前发布,试金石信用,10k-20k,经验1-3年 ,本科,[深圳·蛇口],Java,爬虫,“福利好,大牛多”,数据服务,移动互联网 / 不需要融资
python 工程师,3天前发布,Jcubing,8k-16k,经验1-3年 ,本科,[厦门·集美区],数据挖掘,深度学习,NLP,人工智能,算法,机器学习,“新科技,成长型,五险一金,节假日福利”,移动互联网,企业服务 / 不需要融资
python开发工程师,2018-06-20,华云中盛,12k-20k,经验3-5年 ,大专,[深圳·南山区],企业服务,php,Java,“五险一金,年度体检,年度旅游,年终福利”,数据服务,移动互联网 / 不需要融资
